entity_id:ID(Entity-ID),:LABEL,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_1e64420b4894881f,Entity,ent_1e64420b4894881f,ent_1e64420b4894881f,燃烧工况不良,燃烧工况不良,燃烧工况不良,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_ae389205b99d7e4b""]",eocc_ae389205b99d7e4b
ent_1f1be4deb795a7bd,Entity,ent_1f1be4deb795a7bd,ent_1f1be4deb795a7bd,固定部件,固定部件,固定部件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[350, 352, 353, 355]",350|352|353|355,"[""eocc_0cbb65f35137ceb5"", ""eocc_94bf0de71be11440"", ""eocc_a4bbd4f38ffee7d1"", ""eocc_b6d899e9908ad70d""]",eocc_0cbb65f35137ceb5|eocc_94bf0de71be11440|eocc_a4bbd4f38ffee7d1|eocc_b6d899e9908ad70d
ent_1f25ab93d6f11a24,Entity,ent_1f25ab93d6f11a24,ent_1f25ab93d6f11a24,排气阀打不开,排气阀打不开,排气阀打不开,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_efd673ab4b6adcd3""]",eocc_efd673ab4b6adcd3
ent_1f77fa960d86952a,Entity,ent_1f77fa960d86952a,ent_1f77fa960d86952a,缸内燃烧工况异常,缸内燃烧工况异常,缸内燃烧工况异常,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[351],351,"[""eocc_0254929ef182aa99""]",eocc_0254929ef182aa99
ent_1f85f97dfb6657aa,Entity,ent_1f85f97dfb6657aa,ent_1f85f97dfb6657aa,轴系的技术状况,轴系的技术状况,轴系的技术状况,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[354],354,"[""eocc_8d4e5fbdb8a4cc03""]",eocc_8d4e5fbdb8a4cc03
ent_1fd3865cf5f148ca,Entity,ent_1fd3865cf5f148ca,ent_1fd3865cf5f148ca,脉冲涡轮增压,脉冲涡轮增压,脉冲涡轮增压,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},"[357, 358, 359]",357|358|359,"[""eocc_5d94aa3bd88bb9c5"", ""eocc_965edf9ef0ceb5c5"", ""eocc_efacb0fafaecc5a1""]",eocc_5d94aa3bd88bb9c5|eocc_965edf9ef0ceb5c5|eocc_efacb0fafaecc5a1
ent_202079458c17c6f4,Entity,ent_202079458c17c6f4,ent_202079458c17c6f4,压气机,压气机,压气机,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[356, 357]",356|357,"[""eocc_c2568db2ec1003e5"", ""eocc_ed4cddc28effcda7""]",eocc_c2568db2ec1003e5|eocc_ed4cddc28effcda7
ent_20393a58161449ff,Entity,ent_20393a58161449ff,ent_20393a58161449ff,主机,主机,主机,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[351, 352, 353, 354]",351|352|353|354,"[""eocc_0906118fe5fca925"", ""eocc_6d377b756276a857"", ""eocc_8639e0c27075da66"", ""eocc_ef76d31d869bb3f3""]",eocc_0906118fe5fca925|eocc_6d377b756276a857|eocc_8639e0c27075da66|eocc_ef76d31d869bb3f3
ent_207e3cfc1f61cb3c,Entity,ent_207e3cfc1f61cb3c,ent_207e3cfc1f61cb3c,运动副表面,运动副表面,运动副表面,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[341],341,"[""eocc_1f13567a822f0b2a""]",eocc_1f13567a822f0b2a
ent_2097393fd16435ee,Entity,ent_2097393fd16435ee,ent_2097393fd16435ee,部件装配与调试,部件装配与调试,部件装配与调试,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[341],341,"[""eocc_70e2a6d19ad8391b""]",eocc_70e2a6d19ad8391b
ent_20c23eaef0c881ba,Entity,ent_20c23eaef0c881ba,ent_20c23eaef0c881ba,项目质量负责人,项目质量负责人,项目质量负责人,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[342],342,"[""eocc_30b2710a3bba5ebe""]",eocc_30b2710a3bba5ebe
ent_213b91125ae9894e,Entity,ent_213b91125ae9894e,ent_213b91125ae9894e,中间检验节点,中间检验节点,中间检验节点,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[336],336,"[""eocc_73ef231aad7cfa06""]",eocc_73ef231aad7cfa06
ent_214a23c9eec3f3bd,Entity,ent_214a23c9eec3f3bd,ent_214a23c9eec3f3bd,变色,变色,变色,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[330],330,"[""eocc_45fc9764d998111c""]",eocc_45fc9764d998111c
ent_2156461ae1b09db8,Entity,ent_2156461ae1b09db8,ent_2156461ae1b09db8,船舶柴油机,船舶柴油机,船舶柴油机,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[329],329,"[""eocc_655af232a584e4c2""]",eocc_655af232a584e4c2
ent_2166c538861bbf71,Entity,ent_2166c538861bbf71,ent_2166c538861bbf71,节温器,节温器,节温器,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_37c110edd0d6167a""]",eocc_37c110edd0d6167a
ent_21bf63e63b610577,Entity,ent_21bf63e63b610577,ent_21bf63e63b610577,主机转速,主机转速,主机转速,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[352],352,"[""eocc_3faa26def34f4fd6""]",eocc_3faa26def34f4fd6
ent_21cfa0e29373c27d,Entity,ent_21cfa0e29373c27d,ent_21cfa0e29373c27d,漏水,漏水,漏水,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[330, 347]",330|347,"[""eocc_41dbb104c3eaa555"", ""eocc_dcc94380a1b992d0""]",eocc_41dbb104c3eaa555|eocc_dcc94380a1b992d0
ent_21d173006e89105d,Entity,ent_21d173006e89105d,ent_21d173006e89105d,部件清洁与防护,部件清洁与防护,部件清洁与防护,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[339],339,"[""eocc_d27b394839b15602""]",eocc_d27b394839b15602
ent_21eae84dad577864,Entity,ent_21eae84dad577864,ent_21eae84dad577864,凸轮轴,凸轮轴,凸轮轴,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[333],333,"[""eocc_7a177aa5aaae3989""]",eocc_7a177aa5aaae3989
ent_2228059df8da20ba,Entity,ent_2228059df8da20ba,ent_2228059df8da20ba,主机故障率上升,主机故障率上升,主机故障率上升,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[350],350,"[""eocc_2236b2eb607928eb""]",eocc_2236b2eb607928eb
ent_2253bf98ef596f61,Entity,ent_2253bf98ef596f61,ent_2253bf98ef596f61,密封性能,密封性能,密封性能,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[344],344,"[""eocc_d0a6a62d69d491b7""]",eocc_d0a6a62d69d491b7
ent_227765e3fa8116f5,Entity,ent_227765e3fa8116f5,ent_227765e3fa8116f5,主机设备说明书,主机设备说明书,主机设备说明书,文件,文件,"[""文件""]",文件,,{},[350],350,"[""eocc_51e012795aba13f5""]",eocc_51e012795aba13f5
ent_22d110387edfc275,Entity,ent_22d110387edfc275,ent_22d110387edfc275,燃油喷射机构,燃油喷射机构,燃油喷射机构,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_adc3476c39ef34c2""]",eocc_adc3476c39ef34c2
ent_234693db94b2cd02,Entity,ent_234693db94b2cd02,ent_234693db94b2cd02,检测工具,检测工具,检测工具,设备对象,设备对象,"[""设备对象""]",设备对象,,"{""要求"": ""符合计量校准要求""}",[330],330,"[""eocc_a7e92ae44f9cca5f""]",eocc_a7e92ae44f9cca5f
ent_236760046262c14b,Entity,ent_236760046262c14b,ent_236760046262c14b,裙部外径检测,裙部外径检测,裙部外径检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_1399763a594db9a0""]",eocc_1399763a594db9a0
ent_238defa8ed1f1188,Entity,ent_238defa8ed1f1188,ent_238defa8ed1f1188,部件配合面,部件配合面,部件配合面,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[339],339,"[""eocc_054532e60bf2019a""]",eocc_054532e60bf2019a
ent_243e3971cd7b7969,Entity,ent_243e3971cd7b7969,ent_243e3971cd7b7969,运行参数记录,运行参数记录,运行参数记录,文件,文件,"[""文件""]",文件,,{},[329],329,"[""eocc_eec89acd83932cc3""]",eocc_eec89acd83932cc3
ent_24aee21b25904897,Entity,ent_24aee21b25904897,ent_24aee21b25904897,燃油喷射定时,燃油喷射定时,燃油喷射定时,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[341, 345]",341|345,"[""eocc_048de5d3773600b2"", ""eocc_5aced239947c5ac1""]",eocc_048de5d3773600b2|eocc_5aced239947c5ac1
ent_24e94c71a821a202,Entity,ent_24e94c71a821a202,ent_24e94c71a821a202,增压扫气系统负荷异常,增压扫气系统负荷异常,增压扫气系统负荷异常,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[355],355,"[""eocc_5f39348851914ebf""]",eocc_5f39348851914ebf
ent_2528c6b745ec6a63,Entity,ent_2528c6b745ec6a63,ent_2528c6b745ec6a63,活塞顶面,活塞顶面,活塞顶面,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[331],331,"[""eocc_68747dee4003c895""]",eocc_68747dee4003c895
ent_2542c40272a1ee28,Entity,ent_2542c40272a1ee28,ent_2542c40272a1ee28,活塞环,活塞环,活塞环,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[332, 352]",332|352,"[""eocc_5a5d06e0230645aa"", ""eocc_ed550861515527dc""]",eocc_5a5d06e0230645aa|eocc_ed550861515527dc
ent_2596ca4bfc2fae51,Entity,ent_2596ca4bfc2fae51,ent_2596ca4bfc2fae51,气缸盖平面铣削,气缸盖平面铣削,气缸盖平面铣削,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_4629d477e9cb8a7e""]",eocc_4629d477e9cb8a7e
ent_25bfc747274da287,Entity,ent_25bfc747274da287,ent_25bfc747274da287,部件更换作业,部件更换作业,部件更换作业,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[341],341,"[""eocc_2427f1e294576147""]",eocc_2427f1e294576147
ent_2673b5d001170cdd,Entity,ent_2673b5d001170cdd,ent_2673b5d001170cdd,乳化,乳化,乳化,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[330],330,"[""eocc_8f5d613c6e997779""]",eocc_8f5d613c6e997779
ent_267b7698a1c51cfb,Entity,ent_267b7698a1c51cfb,ent_267b7698a1c51cfb,轴的弯曲变形检测,轴的弯曲变形检测,轴的弯曲变形检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_52c79163b89a8919""]",eocc_52c79163b89a8919
ent_26a65c861bd3420e,Entity,ent_26a65c861bd3420e,ent_26a65c861bd3420e,松脱,松脱,松脱,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[330],330,"[""eocc_dc8dede54d418f88""]",eocc_dc8dede54d418f88
ent_26bcbc512a2ca149,Entity,ent_26bcbc512a2ca149,ent_26bcbc512a2ca149,通用工具,通用工具,通用工具,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[338],338,"[""eocc_fcfe037caa60185c""]",eocc_fcfe037caa60185c
ent_26c98f26974704f2,Entity,ent_26c98f26974704f2,ent_26c98f26974704f2,船体因配载不均或外力冲击发生变形引发的结构应力,船体因配载不均或外力冲击发生变形引发的结构应力,船体因配载不均或外力冲击发生变形引发的结构应力,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_c0ca786dc001711c""]",eocc_c0ca786dc001711c
ent_26ccff3a640efc96,Entity,ent_26ccff3a640efc96,ent_26ccff3a640efc96,专用工具,专用工具,专用工具,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[332, 338, 339]",332|338|339,"[""eocc_321b3fbf04004a77"", ""eocc_a05d9510a688ddbb"", ""eocc_a451353201c5477e""]",eocc_321b3fbf04004a77|eocc_a05d9510a688ddbb|eocc_a451353201c5477e
ent_276e83dc088791f5,Entity,ent_276e83dc088791f5,ent_276e83dc088791f5,油头雾化效果,油头雾化效果,油头雾化效果,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_1a79cd0683013087""]",eocc_1a79cd0683013087
ent_27b25e5deade6dc5,Entity,ent_27b25e5deade6dc5,ent_27b25e5deade6dc5,船方机务管理部门,船方机务管理部门,船方机务管理部门,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[337],337,"[""eocc_c2fc5ed885695f3b""]",eocc_c2fc5ed885695f3b
ent_27be9d2be377d019,Entity,ent_27be9d2be377d019,ent_27be9d2be377d019,气流参数,气流参数,气流参数,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[359],359,"[""eocc_019e3f19c9be3819""]",eocc_019e3f19c9be3819
ent_27c061b16d9cf5b3,Entity,ent_27c061b16d9cf5b3,ent_27c061b16d9cf5b3,弯曲变形,弯曲变形,弯曲变形,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[333],333,"[""eocc_af513b14b75c5aa5""]",eocc_af513b14b75c5aa5
ent_2825c1bc2a11681b,Entity,ent_2825c1bc2a11681b,ent_2825c1bc2a11681b,个体防护用品,个体防护用品,个体防护用品,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[338],338,"[""eocc_c63cbedf0c58f063""]",eocc_c63cbedf0c58f063
ent_2881d8f4f18cf184,Entity,ent_2881d8f4f18cf184,ent_2881d8f4f18cf184,检查管路法兰接头,检查管路法兰接头,检查管路法兰接头,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_c0829c0773595a5c""]",eocc_c0829c0773595a5c
ent_291815c6ed4640ef,Entity,ent_291815c6ed4640ef,ent_291815c6ed4640ef,高压油泵密封性试验,高压油泵密封性试验,高压油泵密封性试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[331],331,"[""eocc_fb8bc490240dd051""]",eocc_fb8bc490240dd051
ent_2983d2c5508144eb,Entity,ent_2983d2c5508144eb,ent_2983d2c5508144eb,干涉,干涉,干涉,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[346],346,"[""eocc_9f8f1ee11f447fd9""]",eocc_9f8f1ee11f447fd9
ent_29ac2b21f8de365f,Entity,ent_29ac2b21f8de365f,ent_29ac2b21f8de365f,控制磨损形式,控制磨损形式,控制磨损形式,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[353],353,"[""eocc_ec2db189f124fe20""]",eocc_ec2db189f124fe20
ent_29ce3ace37bfa428,Entity,ent_29ce3ace37bfa428,ent_29ce3ace37bfa428,切断管路,切断管路,切断管路,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_b3f9cd4ad787878a""]",eocc_b3f9cd4ad787878a
ent_29e1856793aef72e,Entity,ent_29e1856793aef72e,ent_29e1856793aef72e,润滑不良,润滑不良,润滑不良,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[334],334,"[""eocc_11d9338f6f85cf3a""]",eocc_11d9338f6f85cf3a
ent_2a9b57d0fa598224,Entity,ent_2a9b57d0fa598224,ent_2a9b57d0fa598224,进厂勘验检验,进厂勘验检验,进厂勘验检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},"[342, 343]",342|343,"[""eocc_397db10bfe03e82c"", ""eocc_3cfabb88c7b64df5""]",eocc_397db10bfe03e82c|eocc_3cfabb88c7b64df5
ent_2abfc190ded067de,Entity,ent_2abfc190ded067de,ent_2abfc190ded067de,连接螺栓松动,连接螺栓松动,连接螺栓松动,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[354],354,"[""eocc_5f1168f8ec045048""]",eocc_5f1168f8ec045048
ent_2b41b9ac0035be71,Entity,ent_2b41b9ac0035be71,ent_2b41b9ac0035be71,焊接修复,焊接修复,焊接修复,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[340],340,"[""eocc_3f9618973aceb039""]",eocc_3f9618973aceb039
ent_2bef99a3d932f9e9,Entity,ent_2bef99a3d932f9e9,ent_2bef99a3d932f9e9,研磨与配研修复,研磨与配研修复,研磨与配研修复,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[340],340,"[""eocc_3819db831ca0f91b""]",eocc_3819db831ca0f91b
ent_2bf34bce4c8f1055,Entity,ent_2bf34bce4c8f1055,ent_2bf34bce4c8f1055,装配与紧固应力偏差大,装配与紧固应力偏差大,装配与紧固应力偏差大,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[354],354,"[""eocc_9fe1aa87bd615f6b""]",eocc_9fe1aa87bd615f6b
ent_2c2f4f76677d1966,Entity,ent_2c2f4f76677d1966,ent_2c2f4f76677d1966,装配调试记录,装配调试记录,装配调试记录,文件,文件,"[""文件""]",文件,,{},[348],348,"[""eocc_6d90d7552761d1df""]",eocc_6d90d7552761d1df
ent_2c36d8c641170115,Entity,ent_2c36d8c641170115,ent_2c36d8c641170115,油污,油污,油污,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[341],341,"[""eocc_e59a355e089723a7""]",eocc_e59a355e089723a7
ent_2d3c125d9bb98371,Entity,ent_2d3c125d9bb98371,ent_2d3c125d9bb98371,装配不当,装配不当,装配不当,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[334],334,"[""eocc_be719f131d551023""]",eocc_be719f131d551023
ent_2d7e08f8c4890b69,Entity,ent_2d7e08f8c4890b69,ent_2d7e08f8c4890b69,非破坏性无损检测 (NDT),非破坏性无损检测ndt,非破坏性无损检测 (NDT),维修活动,维修活动,"[""维修活动""]",维修活动,,{},[331],331,"[""eocc_059d44ba2c1ce3eb""]",eocc_059d44ba2c1ce3eb
ent_2da2b29e1c5c2c6c,Entity,ent_2da2b29e1c5c2c6c,ent_2da2b29e1c5c2c6c,船舶轮机日志,船舶轮机日志,船舶轮机日志,文件,文件,"[""文件""]",文件,,{},[329],329,"[""eocc_9429c0ec43eefc62""]",eocc_9429c0ec43eefc62
ent_2db411a5d1897bad,Entity,ent_2db411a5d1897bad,ent_2db411a5d1897bad,尺寸复核,尺寸复核,尺寸复核,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[338],338,"[""eocc_d42985bc877fa04f""]",eocc_d42985bc877fa04f
ent_2ea4370d4e393b73,Entity,ent_2ea4370d4e393b73,ent_2ea4370d4e393b73,近表面裂纹,近表面裂纹,近表面裂纹,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[331],331,"[""eocc_941ad14f91d36673""]",eocc_941ad14f91d36673
ent_2f04751cdd18faf9,Entity,ent_2f04751cdd18faf9,ent_2f04751cdd18faf9,燃油供油阀,燃油供油阀,燃油供油阀,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[347],347,"[""eocc_2fe833d7ec2bc6b0""]",eocc_2fe833d7ec2bc6b0
ent_2f053cc1c23e3bd6,Entity,ent_2f053cc1c23e3bd6,ent_2f053cc1c23e3bd6,部件清洁与预处理,部件清洁与预处理,部件清洁与预处理,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[332],332,"[""eocc_159805da770ae920""]",eocc_159805da770ae920
ent_2f4aa7fedb99131c,Entity,ent_2f4aa7fedb99131c,ent_2f4aa7fedb99131c,吊装,吊装,吊装,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[335],335,"[""eocc_e45ebc12bd9f9566""]",eocc_e45ebc12bd9f9566
ent_2fb804b5add0e69a,Entity,ent_2fb804b5add0e69a,ent_2fb804b5add0e69a,工序检验记录,工序检验记录,工序检验记录,文件,文件,"[""文件""]",文件,,{},"[337, 342, 346]",337|342|346,"[""eocc_86a9462a38997283"", ""eocc_a5c0dfa8961cfacb"", ""eocc_ca2461f91e419f3b""]",eocc_86a9462a38997283|eocc_a5c0dfa8961cfacb|eocc_ca2461f91e419f3b
ent_2fd637e2dcddae52,Entity,ent_2fd637e2dcddae52,ent_2fd637e2dcddae52,检测报告,检测报告,检测报告,文件,文件,"[""文件""]",文件,,{},"[340, 342, 344]",340|342|344,"[""eocc_a021d5249a5dcc02"", ""eocc_a0ce15fa01ea3648"", ""eocc_ceb70790fdce0c38""]",eocc_a021d5249a5dcc02|eocc_a0ce15fa01ea3648|eocc_ceb70790fdce0c38
ent_30540dce6af29325,Entity,ent_30540dce6af29325,ent_30540dce6af29325,隐患排查,隐患排查,隐患排查,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[355],355,"[""eocc_fa004a01e3868b93""]",eocc_fa004a01e3868b93
ent_30c221ce62b42ec9,Entity,ent_30c221ce62b42ec9,ent_30c221ce62b42ec9,标准化拆解作业,标准化拆解作业,标准化拆解作业,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[339],339,"[""eocc_13fbe01c1690c149""]",eocc_13fbe01c1690c149
ent_30c3728fe5147526,Entity,ent_30c3728fe5147526,ent_30c3728fe5147526,应力超限,应力超限,应力超限,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[353],353,"[""eocc_b6cd0d74942b85d5""]",eocc_b6cd0d74942b85d5
ent_310389f66242727a,Entity,ent_310389f66242727a,ent_310389f66242727a,动作停滞,动作停滞,动作停滞,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_84492075925ae93c""]",eocc_84492075925ae93c
ent_31552f3a486bfa59,Entity,ent_31552f3a486bfa59,ent_31552f3a486bfa59,参数异常,参数异常,参数异常,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[350],350,"[""eocc_e960216c866ce3a7""]",eocc_e960216c866ce3a7
ent_315b574c3113be06,Entity,ent_315b574c3113be06,ent_315b574c3113be06,标准要求,标准要求,标准要求,文件,文件,"[""文件""]",文件,,{},[340],340,"[""eocc_02e8301e318e1d32""]",eocc_02e8301e318e1d32
ent_31cf4178c87ad71d,Entity,ent_31cf4178c87ad71d,ent_31cf4178c87ad71d,消防措施,消防措施,消防措施,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[336],336,"[""eocc_efc5a5dba248a217""]",eocc_efc5a5dba248a217
ent_31e1588cb74ba2ea,Entity,ent_31e1588cb74ba2ea,ent_31e1588cb74ba2ea,需更换的部件,需更换的部件,需更换的部件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[341],341,"[""eocc_0aaab94602184b06""]",eocc_0aaab94602184b06
ent_320c7d887fdd6fcb,Entity,ent_320c7d887fdd6fcb,ent_320c7d887fdd6fcb,规格,规格,规格,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[338, 341]",338|341,"[""eocc_4b52db519437e230"", ""eocc_99fcd9e419285c61""]",eocc_4b52db519437e230|eocc_99fcd9e419285c61
ent_322bb49ed2b9d5ef,Entity,ent_322bb49ed2b9d5ef,ent_322bb49ed2b9d5ef,机座裂纹焊补,机座裂纹焊补,机座裂纹焊补,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_75844640969c4114""]",eocc_75844640969c4114
ent_325a41534993783e,Entity,ent_325a41534993783e,ent_325a41534993783e,项目技术负责人,项目技术负责人,项目技术负责人,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[339],339,"[""eocc_6c803cfa3741b231""]",eocc_6c803cfa3741b231
ent_326df6a4cd310540,Entity,ent_326df6a4cd310540,ent_326df6a4cd310540,燃油系统,燃油系统,燃油系统,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_b8b520d39c875141""]",eocc_b8b520d39c875141
